fase,regiao,tipo,hp_inimigo,atk_inimigo,def_inimigo,ouro,xp,pc_esperado_heroi,custo_upgrade_forca,drop_comum_pct,drop_rara_pct,drop_lendaria_pct
239,Cidadela Rachada,normal,627956555750160.2,36550248596.25,847949057.8,1067247051819.7,3815770760.16,25733,4185189,55,12,1.6
240,Cidadela Rachada,chefe,4277647902847056.0,64239950934.90,1842881513.6,14222572736523.3,33171867244.77,25911,4457226,0,32,7
241,Cidadela Rachada,normal,809427526526567.8,44104215414.60,1001301977.4,1316221168316.5,4505858898.13,26088,4457226,55,12,1.6
242,Cidadela Rachada,normal,918971737149553.9,48447902939.62,1088084765.6,1461708676216.4,4896381445.17,26267,4746946,55,12,1.6
243,Cidadela Rachada,normal,1043341159033278.0,53219386790.62,1182389013.4,1623277535384.8,5320750560.25,26446,5055498,55,12,1.6
244,Cidadela Rachada,normal,1184542168303649.8,58460799302.29,1284866605.2,1802705285779.5,5781899723.58,26626,5384105,55,12,1.6
245,Cidadela Rachada,miniboss,4034558024499706.0,83483948980.12,1396225924.4,10009829731941.3,21990558309.84,26806,5734072,55,12,1.6
246,Cidadela Rachada,normal,1526858870373686.0,70543095731.56,1517236749.8,2223251732889.4,6827565374.11,26987,5734072,55,12,1.6
247,Cidadela Rachada,normal,1733496950011937.5,77490666661.57,1648735576.9,2468997175857.6,7419310095.87,27169,6106787,55,12,1.6
248,Cidadela Rachada,normal,1968100480017015.5,85122482326.33,1791631400.1,2741905904856.9,8062341300.67,27351,6503728,55,12,1.6
249,Cidadela Rachada,normal,2234454176234075.5,93505931869.73,1946911996.7,3044980393093.3,8761103985.22,27534,6926470,55,12,1.6
250,Deserto de Cinzas,chefe,15221129763598362.0,164344066213.80,4231301508.4,40578659878439.2,76163427150.77,27717,7376691,0,32,7
251,Deserto de Cinzas,normal,2880181280766307.5,112831127560.32,2299014090.6,3755332604259.5,10345563407.91,27901,7376691,55,12,1.6
252,Deserto de Cinzas,normal,3269971811126149.5,123943515721.18,2498269517.6,4170425443578.9,11242212829.02,28086,7856175,55,12,1.6
253,Deserto de Cinzas,normal,3712514804871832.5,136150328561.72,2714794401.6,4631400254859.5,12216574806.98,28271,8366827,55,12,1.6
254,Deserto de Cinzas,normal,4214949538554546.0,149559352577.70,2950085485.5,5143328567050.4,13275384684.87,28457,8910671,55,12,1.6
255,Deserto de Cinzas,miniboss,14356144457051814.0,213575686769.78,3205769235.0,28559212433518.2,50490865451.67,28644,9489864,55,12,1.6
256,Deserto de Cinzas,normal,5433013077394939.0,180469303402.53,3483613081.3,6343196660994.7,15676258865.71,28831,9489864,55,12,1.6
257,Deserto de Cinzas,normal,6168292159663775.0,198243165934.01,3785537638.6,7044337089777.7,17034919373.89,29018,10106705,55,12,1.6
258,Deserto de Cinzas,normal,7003080542042988.0,217767521116.22,4113629981.1,7822977543728.9,18511334914.84,29207,10763641,55,12,1.6
259,Deserto de Cinzas,normal,7950845357009549.0,239214769546.66,4470158069.1,8687684429311.9,20115711310.88,29396,11463278,55,12,1.6
260,Deserto de Cinzas,chefe,54161257902059056.0,420438865637.60,9715172854.4,115775652410730.7,174873111379.23,29586,12208391,0,32,7
261,Deserto de Cinzas,normal,10248532374077124.0,288654116774.49,5278593180.2,10714402190212.5,23753669310.74,29776,12208391,55,12,1.6
262,Deserto de Cinzas,normal,11635521761230796.0,317082766378.42,5736088565.6,11898710504661.1,25812398545.39,29967,13001936,55,12,1.6
263,Deserto de Cinzas,normal,13210219933394700.0,348311265599.38,6233235051.4,13213925439821.9,28049557731.48,30158,13847062,55,12,1.6
264,Deserto de Cinzas,normal,14998030536982146.0,382615362951.17,6773469196.3,14674516659664.4,30480611383.25,30350,14747121,55,12,1.6
265,Deserto de Cinzas,miniboss,51083385694346584.0,546387353933.67,7360525405.2,81482766107415.3,115928275132.42,30543,15705684,55,12,1.6
266,Deserto de Cinzas,normal,19332258974216928.0,461691808855.80,7998461744.1,18097880363625.2,35993077848.33,30737,15705684,55,12,1.6
267,Deserto de Cinzas,normal,21948598275126808.0,507162404618.07,8691687990.9,20098315834315.1,39112595959.07,30931,16726554,55,12,1.6
268,Deserto de Cinzas,normal,24919020942425216.0,557111258472.25,9444996119.1,22319867921536.2,42502482535.77,31125,17813780,55,12,1.6
269,Deserto de Cinzas,normal,28291446995625460.0,611979420182.51,10263593421.9,24786977582681.6,46186170398.76,31320,18971675,55,12,1.6
270,Deserto de Cinzas,chefe,192721690379955872.0,1075602203420.41,22306277017.6,330321448053840.5,401512986317.13,31516,20204834,0,32,7
271,Deserto de Cinzas,normal,36467293404032224.0,738459332388.72,12119780420.2,30569439884876.8,54539011891.10,31713,20204834,55,12,1.6
272,Deserto de Cinzas,normal,41402609709179416.0,811187904015.62,13170201133.9,33948409722015.2,59265905102.43,31910,21518148,55,12,1.6
273,Deserto de Cinzas,normal,47005849097128224.0,891079287322.05,14311661753.9,37700871425647.8,64402477892.77,32108,22916828,55,12,1.6
274,Deserto de Cinzas,normal,53367405215814408.0,978838925437.29,15552052704.2,41868108635778.0,69984237169.08,32306,24406422,55,12,1.6
275,Deserto de Cinzas,miniboss,181769715525228256.0,1397814259918.28,16899948271.1,232479841241120.4,266174185270.09,32505,25992839,55,12,1.6
276,Deserto de Cinzas,normal,68789865167302864.0,1181138965717.08,18364665873.9,51635364810639.3,82640996432.48,32705,25992839,55,12,1.6
277,Deserto de Cinzas,normal,78099570152195664.0,1297465682845.31,19956330472.1,57342840671559.6,89803487124.36,32905,27682374,55,12,1.6
278,Deserto de Cinzas,normal,88669207929440176.0,1425249057920.31,21685944554.9,63681188045103.7,97586750497.17,33106,29481728,55,12,1.6
279,Deserto de Cinzas,normal,100669292026996672.0,1565617421686.30,23565464196.8,70720139835123.1,106044588885.62,33307,31398040,55,12,1.6
280,Deserto de Cinzas,chefe,685760474951885568.0,2751696369098.44,51215763408.8,942445641828859.8,921883741358.55,33509,33438913,0,32,7
281,Deserto de Cinzas,normal,129761358960972736.0,1889189011698.83,27827315426.9,87218179631967.3,125222919421.24,33712,33438913,55,12,1.6
282,Deserto de Cinzas,normal,147322666392341792.0,2075249384054.94,30239107350.2,96858774923748.7,136075983075.87,33915,35612442,55,12,1.6
283,Deserto de Cinzas,normal,167260640661731680.0,2279634266000.59,32859929149.0,107564986099420.9,147869681170.55,34119,37927251,55,12,1.6
284,Deserto de Cinzas,normal,189896928963180896.0,2504148381709.12,35707897431.4,119454600201966.6,160685538441.33,34324,40392522,55,12,1.6
285,Deserto de Cinzas,miniboss,646790126242136832.0,3576006456159.85,38802698970.8,663292118878841.8,611142508790.59,34529,43018036,55,12,1.6
286,Deserto de Cinzas,normal,244774578907037120.0,3021689424797.52,42165726792.3,147321721967319.5,189745770565.44,34735,43018036,55,12,1.6
287,Deserto de Cinzas,normal,277901248248279360.0,3319286253934.71,45820228053.2,163605816695830.8,206191026239.57,34941,45814209,55,12,1.6
288,Deserto de Cinzas,normal,315511129149087872.0,3646192472708.58,49791464740.8,181689861476417.9,224061591333.68,35149,48792132,55,12,1.6
289,Deserto de Cinzas,normal,358210958908667392.0,4005294672093.18,54106888297.4,201772812422025.2,243480997338.12,35356,51963621,55,12,1.6
290,Deserto de Cinzas,chefe,2440137527224315904.0,7039621975142.00,117592658760.4,2688907405302484.0,2116667857686.62,35565,55341256,0,32,7
291,Deserto de Cinzas,normal,461729092226422912.0,4833082832576.18,63892204068.1,248843645384469.1,287514918306.31,35774,55341256,55,12,1.6
292,Deserto de Cinzas,normal,524217390773249408.0,5309078186078.94,69429737939.6,276349388868296.0,312433820728.13,35983,58938438,55,12,1.6
293,Deserto de Cinzas,normal,595162569168059136.0,5831952847138.55,75447209572.3,306895458832747.9,339512443075.33,36193,62769436,55,12,1.6
294,Deserto de Cinzas,normal,675709142758948096.0,6406323813506.92,81986215146.0,340817915457922.2,368937968157.04,36404,66849450,55,12,1.6
295,Deserto de Cinzas,miniboss,2301469561062591744.0,9148441635761.02,89091955979.2,1892449825404325.2,1403198306672.25,36616,71194664,55,12,1.6
296,Deserto de Cinzas,normal,870979966793066240.0,7730341005547.90,96813550986.1,420326066117852.3,435660979437.59,36828,71194664,55,12,1.6
297,Deserto de Cinzas,normal,988854402494814592.0,8491678339729.51,105204376214.8,466786488831645.6,473419692966.45,37040,75822317,55,12,1.6
298,Deserto de Cinzas,normal,1122681423929578496.0,9327997429050.14,114322433812.2,518382379109180.0,514450952155.00,37254,80750768,55,12,1.6
299,Deserto de Cinzas,normal,1274619980915901696.0,10246682994252.14,124230752968.6,575681381960080.0,559038388358.60,37467,85999567,55,12,1.6
300,Deserto de Cinzas,chefe,8682727233858439168.0,18009355286949.30,269995651220.8,7671766639251416.0,4859921721974.62,37682,91589539,0,32,7
301,Deserto de Cinzas,normal,1642967955293664256.0,12364400555949.52,146698079855.9,709979961855742.0,660141359351.36,37897,91589539,55,12,1.6
302,Deserto de Cinzas,normal,1865319706183369984.0,13582132057220.21,159412394504.1,788457058103424.8,717355775268.25,38113,97542859,55,12,1.6
303,Deserto de Cinzas,normal,2117763523667813632.0,14919794161068.67,173228658115.3,875608560625007.5,779528961518.70,38329,103883145,55,12,1.6
304,Deserto de Cinzas,normal,2404371930082973184.0,16389198460953.28,188242376546.5,972393288334584.4,847090694459.37,38546,110635550,55,12,1.6
305,Deserto de Cinzas,miniboss,8189305812801951744.0,23404315788848.50,204557333142.3,5399380212336038.0,3221777996991.80,38764,117826860,55,12,1.6
306,Deserto de Cinzas,normal,3099202972556074496.0,19776411027436.86,222286306144.0,1199239321254341.8,1000288377648.22,38982,117826860,55,12,1.6
307,Deserto de Cinzas,normal,3518634894578711040.0,21724128474895.34,241551848277.1,1331796329471998.0,1086983317246.96,39201,125485606,55,12,1.6
308,Deserto de Cinzas,normal,3994830810043994112.0,23863670579005.07,262487133905.0,1479005425989450.5,1181192102572.57,39421,133642171,55,12,1.6
309,Deserto de Cinzas,normal,4535472897590160384.0,26213929555856.02,285236879606.2,1642486168266797.5,1283565958227.86,39641,142328912,55,12,1.6
310,Deserto de Cinzas,chefe,30895698040160575488.0,46073053211785.30,619916689074.1,21888445563825604.0,11158500403334.30,39862,151580291,0,32,7
311,Deserto de Cinzas,normal,5846163361952848896.0,31631653419537.02,336822417496.6,2025655690173959.8,1515700878734.91,40083,151580291,55,12,1.6
312,Deserto de Cinzas,normal,6637356309647995904.0,34746956958269.00,366014798206.9,2249560004525226.2,1647066591931.16,40305,161433010,55,12,1.6
313,Deserto de Cinzas,normal,7535625683663435776.0,38169077090168.26,397737280974.7,2498213412332142.0,1789817764386.33,40528,171926156,55,12,1.6
314,Deserto de Cinzas,normal,8555462716645870592.0,41928231230864.93,432209149608.6,2774351535856643.5,1944941173238.71,40751,183101356,55,12,1.6
315,Deserto de Cinzas,miniboss,29139959454700740608.0,59874896660317.85,469668693232.8,15405061886455720.0,7397281918417.36,40975,195002944,55,12,1.6
316,Deserto de Cinzas,normal,11027875991759116288.0,50593684398325.70,510374853477.3,3421569742094782.5,2296686840647.97,41199,195002944,55,12,1.6
317,Deserto de Cinzas,normal,12520338171232303104.0,55576499616775.32,554609014428.9,3799770356752538.5,2495740564930.27,41424,207678135,55,12,1.6
318,Deserto de Cinzas,normal,14214783339888752640.0,61050056867485.78,602676947718.2,4219775089317841.5,2712046264732.01,41650,221177214,55,12,1.6
319,Deserto de Cinzas,normal,16138546949494358016.0,67062687812714.79,654910926186.3,4686204726236604.0,2947099167838.53,41876,235553733,55,12,1.6
320,Deserto de Cinzas,chefe,109935983439226437632.0,117867974640616.28,1423344041487.3,62450289708930192.0,25620192746771.59,42103,250864726,0,32,7
321,Deserto de Cinzas,normal,20802369239472291840.0,80922766415251.88,773352596296.8,5779432090462111.0,3480086683335.67,42331,250864726,55,12,1.6
322,Deserto de Cinzas,normal,23617666523967455232.0,88892598950837.73,840379023997.7,6418257230307815.0,3781705607989.68,42559,267170933,55,12,1.6
323,Deserto de Cinzas,normal,26813973236227526656.0,97647355599365.81,913214628562.9,7127694422152910.0,4109465828532.96,42788,284537043,55,12,1.6
324,Deserto de Cinzas,normal,30442853445470093312.0,107264341104733.69,992362891037.0,7915548715574533.0,4465633009666.61,43018,303031951,55,12,1.6
325,Deserto de Cinzas,miniboss,103688548996936073216.0,153177015830212.66,1078370929139.7,43952439426905528.0,16984342133951.02,43248,322729028,55,12,1.6
326,Deserto de Cinzas,normal,39240427286153650176.0,129433035015613.42,1171833279253.8,9762137792291118.0,5273249756642.23,43478,322729028,55,12,1.6
327,Deserto de Cinzas,normal,44551046817486159872.0,142180493602899.66,1273396006198.2,10841188284232232.0,5730282027891.82,43710,343706415,55,12,1.6
328,Deserto de Cinzas,normal,50580381249676402688.0,156183409890108.28,1383761169194.7,12039510803359562.0,6226925261375.93,43942,366047332,55,12,1.6
329,Deserto de Cinzas,normal,57425698162460712960.0,171565430016230.94,1503691674899.9,13370288992677308.0,6766612537049.44,44174,389840408,55,12,1.6
330,Deserto de Cinzas,chefe,391184573303366483968.0,301539804232624.56,3268033102098.3,178177964869959296.0,58824595837769.41,44407,415180035,0,32,7
331,Deserto de Cinzas,normal,74020950011699888128.0,207023453293553.19,1775636677166.8,16489394249125708.0,7990365047250.49,44641,415180035,55,12,1.6
332,Deserto de Cinzas,normal,84038606037546729472.0,227412551773229.22,1929531011956.7,18312036927902544.0,8682889553805.17,44876,442166737,55,12,1.6
333,Picos Uivantes,normal,95412005704029405184.0,249809709389201.25,2096763360420.8,20336144031891552.0,9435435121893.72,45010,470907575,55,12,1.6
334,Picos Uivantes,normal,108324629140070498304.0,274412693664094.56,2278489727483.0,22583984278433272.0,10253203773673.47,45116,501516568,55,12,1.6
335,Picos Uivantes,miniboss,368954363502231420928.0,391870374520405.50,2475966308951.3,125401439203192128.0,38996469365983.34,45221,534115145,55,12,1.6
336,Picos Uivantes,normal,139628985196294225920.0,331126518113540.12,2690558175056.7,27852518422533604.0,12107511787755.07,45327,534115145,55,12,1.6
337,Picos Uivantes,normal,158525731924260388864.0,363738142930154.25,2923748706593.0,30931175407827016.0,13156869179668.68,45433,568832629,55,12,1.6
338,Picos Uivantes,normal,179979877722332921856.0,399561585632082.88,3177149848887.5,34350129406457024.0,14297174319993.87,45538,605806750,55,12,1.6
339,Picos Uivantes,normal,204337529256274657280.0,438913168211455.00,3452513254481.6,38146994890526296.0,15536309645167.40,45644,645184189,55,12,1.6
340,Picos Uivantes,chefe,1391949802087600095232.0,771424585973302.12,7503484783095.9,508362528231162048.0,135062726095726.05,45750,687121161,0,32,7
341,Picos Uivantes,normal,263388317819012251648.0,529624877054505.06,4076905701742.5,47046166205814752.0,18346075657841.34,45855,687121161,55,12,1.6
342,Picos Uivantes,normal,299034085249992818688.0,581785990221900.50,4430250898448.0,52246378481902032.0,19936129043015.93,45961,731784036,55,12,1.6
343,Picos Uivantes,normal,339503987427210100736.0,639084289810737.00,4814220504244.3,58021392275249008.0,21663992269099.16,46067,779349999,55,12,1.6
344,Picos Uivantes,normal,385450900630994288640.0,702025721394762.62,5231468735011.2,64434742835323632.0,23541609307550.43,46172,830007748,55,12,1.6
345,Picos Uivantes,miniboss,1312848175273039888384.0,1002515877427567.75,5684879847375.4,357784941160865216.0,89536857596162.61,46278,883958252,55,12,1.6
346,Picos Uivantes,normal,496841009522502991872.0,847115815408105.00,6177588076329.3,79466485618567248.0,27799146343482.05,46383,883958252,55,12,1.6
347,Picos Uivantes,normal,564081193985742471168.0,930545627389624.25,6712999300842.8,88250253295690144.0,30208496853792.80,46489,941415539,55,12,1.6
348,Picos Uivantes,normal,640421356751891595264.0,1022192183056801.88,7294814587231.8,98004928066602992.0,32826665642542.95,46595,1002607549,55,12,1.6
349,Picos Uivantes,normal,727093047165653483520.0,1122864724036718.25,7927055773029.5,108837828410053504.0,35671750978632.81,46700,1067777039,55,12,1.6
350,Picos Uivantes,chefe,4952966920884063305728.0,1973523506651184.00,17228186536422.0,1450417622056646144.0,310107357655595.94,46806,1137182547,0,32,7
351,Picos Uivantes,normal,937213126183386742784.0,1354931076322323.25,9360676265947.4,134228202760237904.0,42123043196763.11,46912,1137182547,55,12,1.6
352,Picos Uivantes,normal,1064051254031371075584.0,1488374039951836.25,10171965571724.9,149065015280460832.0,45773845072762.20,47017,1211099412,55,12,1.6
353,Picos Uivantes,normal,1208055072613440421888.0,1634959387613584.75,11053569277762.6,165541803612274784.0,49741061749931.74,47123,1289820874,55,12,1.6
354,Picos Uivantes,normal,1371547707817501392896.0,1795981471990922.25,12011581529328.6,183839841237363616.0,54052116881978.84,47229,1373659231,55,12,1.6
355,Picos Uivantes,miniboss,4671500060216327667712.0,2564720759318428.00,13052624650931.9,1020802192820648832.0,205578838252177.97,47334,1462947081,55,12,1.6
356,Picos Uivantes,normal,1767906487297820590080.0,2167163200346506.50,14183894923588.7,226727157694184480.0,63827527156149.08,47440,1462947081,55,12,1.6
357,Picos Uivantes,normal,2007166846328789532672.0,2380600389275722.00,15413212329601.5,251788271996372832.0,69359455483206.84,47546,1558038641,55,12,1.6
358,Picos Uivantes,normal,2278807605462892019712.0,2615058345635233.00,16749074608716.4,279619497547934080.0,75370835739224.02,47651,1659311153,55,12,1.6
359,Picos Uivantes,normal,2587210979602276024320.0,2872607339679150.50,18200715999323.5,310527026493457472.0,81903221996955.81,47757,1767166378,55,12,1.6
360,Picos Uivantes,chefe,17624113515142215368704.0,5048834457863127.00,39556342141509.8,4138210748326160384.0,712014158547176.00,47862,1882032192,0,32,7
361,Picos Uivantes,normal,3334880040101109301248.0,3466299075288789.00,21492344087924.2,382968727726355520.0,96715548395658.72,47968,1882032192,55,12,1.6
362,Picos Uivantes,normal,3786207415984757145600.0,3807684131337768.50,23355084387795.0,425299885393225664.0,105097879745077.56,48074,2004364285,55,12,1.6
363,Picos Uivantes,normal,4298615369812026589184.0,4182691143819861.00,25379268288725.3,472310085445762368.0,114206707299263.88,48179,2134647963,55,12,1.6
364,Picos Uivantes,normal,4880370266978151038976.0,4594631435050949.00,27578888098888.6,524516522282932736.0,124104996444998.50,48285,2273400081,55,12,1.6
365,Picos Uivantes,miniboss,16622571614621409476608.0,6561285183988630.00,29969148839051.2,2912467789970316800.0,472014094215056.00,48391,2421171086,55,12,1.6
366,Picos Uivantes,normal,6290731416944675651584.0,5544219871132392.00,32566573348306.8,646879041346114816.0,146549580067380.38,48496,2421171086,55,12,1.6
367,Picos Uivantes,normal,7142090167082023911424.0,6090252908197034.00,35389116499320.0,718381325235420672.0,159251024246940.12,48602,2578547207,55,12,1.6
368,Picos Uivantes,normal,8108667907412320059392.0,6690063047269923.00,38456289312598.7,797787059808095616.0,173053301906694.16,48708,2746152775,55,12,1.6
369,Picos Uivantes,normal,9206057847847299055616.0,7348946628506540.00,41789293827742.3,885969846987146880.0,188051822224840.19,48813,2924652706,55,12,1.6
370,Picos Uivantes,chefe,62711781071046869778432.0,12916354579510648.00,90822339327952.6,11806798219453345792.0,1634802107903146.75,48919,3114755132,0,32,7
371,Picos Uivantes,normal,11866484336550595264512.0,8867778951502681.00,49346953283078.6,1092654474993757696.0,222061289773853.56,49025,3114755132,55,12,1.6
372,Picos Uivantes,normal,13472439924811399954432.0,9741139024778046.00,53623851055615.5,1213430208122081536.0,241307329750269.72,49130,3317214215,55,12,1.6
373,Picos Uivantes,normal,15295738179890727354368.0,10700513625677912.00,58271427326818.5,1347555795249547264.0,262221422970683.34,49236,3532833139,55,12,1.6
374,Picos Uivantes,normal,17365793261909245427712.0,11754374058523104.00,63321808782122.3,1496506852356154624.0,284948139519550.50,49341,3762467293,55,12,1.6
375,Picos Uivantes,miniboss,59148000325707776393216.0,16785633722194982.00,68809906525050.7,8309610507571590144.0,1083756027769547.75,49447,4007027667,55,12,1.6
376,Picos Uivantes,normal,22384273175342749843456.0,14183691368764654.00,74773657402582.1,1845621399697022976.0,336481458311619.44,49553,4007027667,55,12,1.6
377,Picos Uivantes,normal,25413658086286615904256.0,15580599185353874.00,81254286246170.4,2049625760386621696.0,365644288107766.81,49658,4267484466,55,12,1.6
378,Picos Uivantes,normal,28853026062874959675392.0,17115084124662114.00,88296590841183.2,2276179588256857600.0,397334658785324.25,49764,4544870956,55,12,1.6
379,Picos Uivantes,normal,32757862333646802780160.0,18800695731241004.00,95949251594623.3,2527775371548751872.0,431771632175805.00,49870,4840287568,55,12,1.6
380,Picos Uivantes,chefe,223146967461595868823552.0,33043708803686288.00,208530336083470.1,33686173245592174592.0,3753546049502461.00,49975,5154906260,0,32,7
381,Picos Uivantes,normal,42224442503584429375488.0,22686300813833284.00,113301824517622.7,3117470736610544640.0,509858210329302.31,50081,5154906260,55,12,1.6
382,Picos Uivantes,normal,47938904974238978932736.0,24920604290439456.00,123121687521605.4,3462057998491648000.0,554047593847224.19,50187,5489975167,55,12,1.6
383,Picos Uivantes,normal,54426736597742563360768.0,27374957393758120.00,133792637521120.5,3844733951841833984.0,602066868845042.25,50292,5846823553,55,12,1.6
384,Picos Uivantes,normal,61792601609734100877312.0,30071032129729356.00,145388438180046.0,4269708701265440256.0,654247971810207.00,50398,6226867083,55,12,1.6
385,Picos Uivantes,miniboss,210465987071013438881792.0,42942425386912776.00,157989246255020.9,23708288560419721216.0,2488330628516579.50,50504,6631613444,55,12,1.6
386,Picos Uivantes,normal,79649829626921466462208.0,36285916778275072.00,171682165684447.8,5265773248629702656.0,772569745580014.88,50609,6631613444,55,12,1.6
387,Picos Uivantes,normal,90429272414317279444992.0,39859604294580352.00,186561849700357.9,5847821498232487936.0,839528323651610.50,50715,7062668318,55,12,1.6
388,Picos Uivantes,normal,102667555570248753086464.0,43785253221761008.00,202731155125286.6,6494206009362227200.0,912290198063789.50,50820,7521741758,55,12,1.6
389,Picos Uivantes,normal,116562111862145862860800.0,48097527148668000.00,220301853377015.2,7212038141859162112.0,991358340196568.62,50926,8010654973,55,12,1.6
390,Picos Uivantes,chefe,794022562218317975650304.0,84535205717786736.00,478790806192122.9,96110583651914825728.0,8618234511458213.00,51032,8531347546,0,32,7
391,Picos Uivantes,normal,150246989265969042423808.0,58038010129754376.00,260143789736745.1,8894507839432599552.0,1170647053815353.00,51137,8531347546,55,12,1.6
392,Picos Uivantes,normal,170580727986529618624512.0,63753993924218400.00,282690437925577.8,9877655513018279936.0,1272106970665100.25,51243,9085885136,55,12,1.6
393,Picos Uivantes,normal,193666341685590510010368.0,70032927252367872.00,307191202893695.5,10969474668548263936.0,1382360413021629.75,51349,9676467670,55,12,1.6
394,Picos Uivantes,normal,219876256506782525947904.0,76930253269550016.00,333815447836684.3,12181977225803669504.0,1502169515265079.50,51454,10305438069,55,12,1.6
395,Picos Uivantes,miniboss,748899903121888624246784.0,109858938222406992.00,362747214649137.5,67642514165010169856.0,5713268630723916.00,51560,10975291543,55,12,1.6
396,Picos Uivantes,normal,283417527560640848199680.0,92829695895631136.00,394186496126698.9,15023865626252544000.0,1773839232570145.25,51666,10975291543,55,12,1.6
397,Picos Uivantes,normal,321773956414224885350400.0,101972205023669328.00,428350618429798.0,16684517210956335104.0,1927577782934091.00,51771,11688685494,55,12,1.6
398,Picos Uivantes,normal,365321368503964888203264.0,112015131548854736.00,465475743365430.5,18528727658231341056.0,2094640845144437.25,51877,12448450051,55,12,1.6
399,Picos Uivantes,normal,414762287703001170706432.0,123047154790805280.00,505818500871639.6,20576786507640913920.0,2276183253922378.00,51983,13257599304,55,12,1.6
400,Picos Uivantes,chefe,2825365885468483231154176.0,216265100512910400.00,1099315525978637.9,274214711851261034496.0,19787679467615480.00,52088,14119343259,0,32,7
401,Picos Uivantes,normal,534487517643121593679872.0,148449892547418112.00,597197453009630.8,25371757199383650304.0,2687388538543338.50,52194,14119343259,55,12,1.6
402,Picos Uivantes,normal,606362438276886915186688.0,162978738023552640.00,648634220120888.0,28158555256881225728.0,2918853990543996.00,52299,15037100571,55,12,1.6
403,Picos Uivantes,normal,687557006624471054811136.0,178862978473406112.00,704269391835647.2,31238478673473286144.0,3169212263260412.50,52405,16014512108,55,12,1.6
404,Picos Uivantes,normal,779234050822053233164288.0,196222686729469024.00,764426143291613.8,34640963898733645824.0,3439917644812262.00,52511,17055455395,55,12,1.6
405,Picos Uivantes,miniboss,2648087067734876253847552.0,279744389092264992.00,829450971849921.1,191991298991128051712.0,13063852806636258.00,52616,18164059995,55,12,1.6
406,Picos Uivantes,normal,999399306563179390173184.0,235899869809499776.00,899715263491012.2,42545682245294342144.0,4048718685709555.00,52722,18164059995,55,12,1.6
407,Picos Uivantes,normal,1130975279019195946237952.0,258510996048798624.00,975616956215553.6,47121890441984966656.0,4390276302969991.50,52828,19344723895,55,12,1.6
408,Picos Uivantes,normal,1279246631115253555920896.0,283186655434560384.00,1057582305922374.1,52169186707204259840.0,4759120376650684.00,52933,20602130948,55,12,1.6
409,Picos Uivantes,normal,1446250823873122332049408.0,310105722265590400.00,1146067760512378.0,57733841599608750080.0,5157304922305701.00,53039,21941269460,55,12,1.6
410,Picos Uivantes,chefe,9805583366862959884107776.0,543138735605745920.00,2483123896511352.0,766397356570791247872.0,44696230137204336.00,53145,23367451975,0,32,7
411,Picos Uivantes,normal,1845827188577284525129728.0,371463895418504384.00,1344587786761160.0,70622294972869369856.0,6050645040425220.00,53250,23367451975,55,12,1.6
412,Picos Uivantes,normal,2083776949969319981219840.0,406338527206196608.00,1455704719201987.0,78061797719194714112.0,6550671236408942.00,53356,24886336353,55,12,1.6
413,Picos Uivantes,normal,2351277057956392063729664.0,444330115684989312.00,1575511084778922.8,86250929431250862080.0,7089799881505152.00,53462,26503948216,55,12,1.6
414,Picos Uivantes,normal,2651855230611523412951040.0,485702818002959744.00,1704646630745942.8,95261714376808677376.0,7670909838356742.00,53567,28226704850,55,12,1.6
415,Picos Uivantes,miniboss,8968329127813723648425984.0,689964495520096128.00,1843795173679393.2,525863755309971603456.0,29039773985450444.00,53673,30061440665,55,12,1.6
416,Picos Uivantes,normal,3368420139443549848469504.0,579755420277302784.00,1993687418044400.8,116069779861135949824.0,8971593381199803.00,53778,30061440665,55,12,1.6
417,Coração do Eclipse,normal,3793663066139612210528256.0,633075730744555904.00,2155103940500239.0,128046296766806212608.0,9697967732251076.00,53884,32015434309,55,12,1.6
418,Coração do Eclipse,normal,4270599167686961342185472.0,691061487894255232.00,2328878348790288.5,141204216764315648000.0,10479952569556298.00,53990,34096437539,55,12,1.6
419,Coração do Eclipse,normal,4805266061623511100686336.0,754099495316884608.00,2515900624483978.0,155654590582016278528.0,11321552810177900.00,54095,36312705979,55,12,1.6
420,Coração do Eclipse,chefe,32426263377547281001611264.0,1316170876389873408.00,5434241318551599.0,2058220545981442424832.0,97816343733928784.00,54201,38673031867,0,32,7
421,Coração do Eclipse,normal,6075394325563545632112640.0,897032897709623168.00,2933551995003877.5,188927287834156793856.0,13200983977517448.00,54307,38673031867,55,12,1.6
422,Coração do Eclipse,normal,6826606853581341567483904.0,977862123470092800.00,3166275778025340.0,208024671720452554752.0,14248241001114030.00,54412,41186778939,55,12,1.6
423,Coração do Eclipse,normal,7667219927804054129868800.0,1065616157693362944.00,3416444939080571.5,228966505721295994880.0,15374002225862572.00,54518,43863919570,55,12,1.6
424,Coração do Eclipse,normal,8607450892824453218041856.0,1160856736998454784.00,3685288610292758.5,251922435887813918720.0,16583798746317414.00,54624,46715074342,55,12,1.6
425,Coração do Eclipse,miniboss,28975906958801820899606528.0,1643445092877222912.00,3974116791484800.0,1385384554250831921152.0,62592339465885600.00,54729,49751554174,55,12,1.6
426,Coração do Eclipse,normal,10833345635805278471454720.0,1376262225986304512.00,4284325278551415.5,304630401598657658880.0,19279463753481368.00,54835,49751554174,55,12,1.6
427,Coração do Eclipse,normal,12145516399370823792590848.0,1497777783482947328.00,4617400867203799.0,334800715677169287168.0,20778303902417096.00,54941,52985405195,55,12,1.6
